"","intercept","format","level","centeredDV"
"1513",1,0,1,-1.44981484011901
"1514",1,0,1,-0.287635600695504
"1515",1,0,1,-0.795959101911011
"1516",1,0,2,0.44311433283725
"1517",1,0,2,-0.304519976052749
"1518",1,0,2,-0.732215869336065
"1519",1,0,3,-4.48676524247545
"1520",1,0,3,-2.63641152414279
"1521",1,0,3,-3.52575218346976
"1522",1,0,4,-13.2401326914932
"1523",1,0,4,-12.2322007503121
"1524",1,0,4,-12.5496106791757
"1525",1,0,1,-0.713198517569909
"1526",1,0,1,1.55593488365481
"1527",1,0,1,1.64839599120904
"1528",1,0,2,0.191529494418691
"1529",1,0,2,0.172751924782006
"1530",1,0,2,-1.53579285002072
"1531",1,0,3,-3.01094524997979
"1532",1,0,3,-3.52286185209535
"1533",1,0,3,-3.81854682298882
"1534",1,0,4,-12.9558271055245
"1535",1,0,4,-11.0225632863057
"1536",1,0,4,-10.7923235433463
"1537",1,0,1,0.0597172572689792
"1538",1,0,1,-0.689287298744892
"1539",1,0,1,0.976382597081249
"1540",1,0,2,1.24767993511271
"1541",1,0,2,0.924462781974221
"1542",1,0,2,-0.120106993782415
"1543",1,0,3,-3.54077166496703
"1544",1,0,3,-3.0902337341117
"1545",1,0,3,-4.32856197651806
"1546",1,0,4,-11.5067746591227
"1547",1,0,4,-10.9130053820197
"1548",1,0,4,-10.6750067686037
"1549",1,1,1,-0.805586282194473
"1550",1,1,1,1.38171014730371
"1551",1,1,1,-1.29581480452132
"1552",1,1,2,-6.17638517509929
"1553",1,1,2,-9.44699815009044
"1554",1,1,2,-5.70931890515762
"1555",1,1,3,-8.86543733556025
"1556",1,1,3,-9.69559889939287
"1557",1,1,3,-9.50388438739703
"1558",1,1,4,-17.9048755511452
"1559",1,1,4,-19.4343344576797
"1560",1,1,4,-19.4752670187977
"1561",1,1,1,0.708130751640512
"1562",1,1,1,0.138292484520606
"1563",1,1,1,-3.00475505690668
"1564",1,1,2,-7.08582851448499
"1565",1,1,2,-6.59275156163686
"1566",1,1,2,-7.88403446116247
"1567",1,1,3,-10.0424102274867
"1568",1,1,3,-11.1364903069886
"1569",1,1,3,-11.1256548256902
"1570",1,1,4,-19.3949975579276
"1571",1,1,4,-17.8821506748019
"1572",1,1,4,-18.3223551041651
"1573",1,0,1,-0.78195126618302
"1574",1,0,1,0.508399624820732
"1575",1,0,1,0.701218925898105
"1576",1,0,2,-0.624220087042107
"1577",1,0,2,-0.130519887922671
"1578",1,0,2,1.30401689423581
"1579",1,0,3,-2.94762832016417
"1580",1,0,3,-2.85330350521854
"1581",1,0,3,-1.89560559440939
"1582",1,0,4,-11.811385256268
"1583",1,0,4,-12.4653064379591
"1584",1,0,4,-11.9960710019468
"1585",1,1,1,-0.456512658233948
"1586",1,1,1,-0.831289266022862
"1587",1,1,1,0.441705517256549
"1588",1,1,2,-6.72164913746029
"1589",1,1,2,-7.58976306621046
"1590",1,1,2,-8.28167510365395
"1591",1,1,3,-10.5696851331613
"1592",1,1,3,-10.3043799012869
"1593",1,1,3,-8.87703103848386
"1594",1,1,4,-18.0440238287398
"1595",1,1,4,-20.1118626862026
"1596",1,1,4,-20.1792821067508
"1597",1,1,1,0.742922710059775
"1598",1,1,1,-0.595883174503212
"1599",1,1,1,-0.340625173921265
"1600",1,1,2,-7.52194234252663
"1601",1,1,2,-6.64423375733922
"1602",1,1,2,-6.71415319723408
"1603",1,1,3,-10.7399331723273
"1604",1,1,3,-9.93712584509407
"1605",1,1,3,-10.4277699393326
"1606",1,1,4,-18.1468264178506
"1607",1,1,4,-18.1254534162997
"1608",1,1,4,-20.2488302397974
"1609",1,0,1,-0.95832131400828
"1610",1,0,1,-0.444965531838099
"1611",1,0,1,0.635437624226371
"1612",1,0,2,0.566776906795087
"1613",1,0,2,-1.25801699220914
"1614",1,0,2,-1.67918750267648
"1615",1,0,3,-3.66055835645003
"1616",1,0,3,-4.04328320221391
"1617",1,0,3,-1.94998342641516
"1618",1,0,4,-11.9569814602919
"1619",1,0,4,-11.3260978060509
"1620",1,0,4,-12.9117275718626
"1621",1,0,1,0.832581491821938
"1622",1,0,1,0.285359659931704
"1623",1,0,1,0.451672216053713
"1624",1,0,2,-1.4443442990727
"1625",1,0,2,-0.0388197558972217
"1626",1,0,2,-0.495565014795209
"1627",1,0,3,-3.75723664961273
"1628",1,0,3,-2.74778206701278
"1629",1,0,3,-2.62956968214922
"1630",1,0,4,-11.404369620706
"1631",1,0,4,-14.8833664440437
"1632",1,0,4,-10.5092906328384
"1633",1,0,1,0.57159198219495
"1634",1,0,1,-0.0344783329410808
"1635",1,0,1,0.00347201341020925
"1636",1,0,2,2.0511842287553
"1637",1,0,2,-0.212931949989017
"1638",1,0,2,-2.57191004993966
"1639",1,0,3,-2.03199695177774
"1640",1,0,3,-2.10107118298043
"1641",1,0,3,-3.4198779040899
"1642",1,0,4,-11.976470542026
"1643",1,0,4,-11.5924957745867
"1644",1,0,4,-11.8012094526553
"1645",1,1,1,-0.197114498544842
"1646",1,1,1,1.25273773158503
"1647",1,1,1,-0.776983417482804
"1648",1,1,2,-7.40204903156343
"1649",1,1,2,-5.86866856593812
"1650",1,1,2,-7.18933926908729
"1651",1,1,3,-9.06679984769526
"1652",1,1,3,-9.81822089207031
"1653",1,1,3,-10.617557591566
"1654",1,1,4,-19.2045789125231
"1655",1,1,4,-19.3271978400621
"1656",1,1,4,-18.0793798233516
"1657",1,1,1,-0.209742352650814
"1658",1,1,1,-0.26609543191295
"1659",1,1,1,-0.791552998010167
"1660",1,1,2,-6.81158919435115
"1661",1,1,2,-8.41301975380355
"1662",1,1,2,-6.49670551133931
"1663",1,1,3,-9.0968646371806
"1664",1,1,3,-8.80941536885804
"1665",1,1,3,-9.34383404581255
"1666",1,1,4,-19.5714631626618
"1667",1,1,4,-19.7121634169938
"1668",1,1,4,-19.8505493005431
"1669",1,1,1,1.49866601568574
"1670",1,1,1,-0.137877008359696
"1671",1,1,1,1.34742292246284
"1672",1,1,2,-7.19547358850917
"1673",1,1,2,-7.85643876297419
"1674",1,1,2,-6.25262263395089
"1675",1,1,3,-7.46674680239258
"1676",1,1,3,-10.2015041600378
"1677",1,1,3,-9.27930017135062
"1678",1,1,4,-19.1098985329593
"1679",1,1,4,-19.2600778675221
"1680",1,1,4,-16.9092348570996
"1681",1,0,1,0.908191960726235
"1682",1,0,1,2.24438642638095
"1683",1,0,1,-1.11291666044067
"1684",1,0,2,-0.773151062835896
"1685",1,0,2,-0.170400001488881
"1686",1,0,2,-1.18415137709058
"1687",1,0,3,-4.14090297204692
"1688",1,0,3,-1.46860714947863
"1689",1,0,3,-1.78400858410558
"1690",1,0,4,-12.3934679540395
"1691",1,0,4,-12.0373539025487
"1692",1,0,4,-12.3205019339531
"1693",1,0,1,-0.428539297086169
"1694",1,0,1,-0.355875637874328
"1695",1,0,1,-1.36771850268555
"1696",1,0,2,-0.230128231514704
"1697",1,0,2,-2.05482422840188
"1698",1,0,2,0.0178516345100074
"1699",1,0,3,-4.08524655759279
"1700",1,0,3,-4.20339584010514
"1701",1,0,3,-1.59646601989575
"1702",1,0,4,-12.1001647759974
"1703",1,0,4,-11.3183326090303
"1704",1,0,4,-11.7219665402288
"1705",1,1,1,0.193603252610914
"1706",1,1,1,0.333466518593224
"1707",1,1,1,0.146935886301826
"1708",1,1,2,-4.6457858824855
"1709",1,1,2,-8.77859205656477
"1710",1,1,2,-7.32528919626286
"1711",1,1,3,-11.3568748995401
"1712",1,1,3,-11.1046246196679
"1713",1,1,3,-8.8139746076638
"1714",1,1,4,-17.4389719793291
"1715",1,1,4,-17.3499047588001
"1716",1,1,4,-19.6289241079538
"1717",1,0,1,0.0704020283295727
"1718",1,0,1,0.32874517462033
"1719",1,0,1,-0.589104117801947
"1720",1,0,2,-1.05247778377377
"1721",1,0,2,-0.991802268438967
"1722",1,0,2,0.84764606437916
"1723",1,0,3,-2.89804688356249
"1724",1,0,3,-3.41415198312801
"1725",1,0,3,-2.47051101694083
"1726",1,0,4,-11.3301722890839
"1727",1,0,4,-9.92071891701045
"1728",1,0,4,-11.8827060553737
"1729",1,0,1,1.25667027977686
"1730",1,0,1,0.89269146930545
"1731",1,0,1,-1.30957231142559
"1732",1,0,2,0.304704236824771
"1733",1,0,2,-1.61144284056355
"1734",1,0,2,1.12912076706391
"1735",1,0,3,-4.07945441957823
"1736",1,0,3,-2.4928944554037
"1737",1,0,3,-0.166009849090634
"1738",1,0,4,-11.8303401894695
"1739",1,0,4,-11.3402732147893
"1740",1,0,4,-12.0794916658066
"1741",1,1,1,0.0280082799570872
"1742",1,1,1,-1.53244807075277
"1743",1,1,1,-2.08823174652811
"1744",1,1,2,-8.16033231549459
"1745",1,1,2,-7.89294929341635
"1746",1,1,2,-8.78062975051021
"1747",1,1,3,-9.52884394720522
"1748",1,1,3,-9.16113781453578
"1749",1,1,3,-10.260043014068
"1750",1,1,4,-18.4128148576429
"1751",1,1,4,-18.9536887453567
"1752",1,1,4,-18.6858025967407
"1753",1,0,1,-0.0102658113665254
"1754",1,0,1,-0.00120451201336747
"1755",1,0,1,-1.41448332187491
"1756",1,0,2,0.173253284237499
"1757",1,0,2,-0.584992825691325
"1758",1,0,2,-1.39220983029062
"1759",1,0,3,-2.88705179232528
"1760",1,0,3,-2.17699116198471
"1761",1,0,3,-3.59005534705123
"1762",1,0,4,-12.6682293329281
"1763",1,0,4,-12.6320756582864
"1764",1,0,4,-11.8469664622588
"1765",1,0,1,0.970346893800632
"1766",1,0,1,-1.78740135694387
"1767",1,0,1,1.08106841816653
"1768",1,0,2,-1.72428229756578
"1769",1,0,2,1.00583648237371
"1770",1,0,2,-0.855069490078634
"1771",1,0,3,-2.38638635995314
"1772",1,0,3,-4.56928368749752
"1773",1,0,3,-4.43122493944338
"1774",1,0,4,-11.0724229604836
"1775",1,0,4,-11.1223020251423
"1776",1,0,4,-10.2191745243434
"1777",1,0,1,0.37150009666419
"1778",1,0,1,0.797941450286164
"1779",1,0,1,-1.36336371712974
"1780",1,0,2,1.01451687827946
"1781",1,0,2,-1.22946232530563
"1782",1,0,2,-2.64082229014663
"1783",1,0,3,-3.41190773699688
"1784",1,0,3,-2.1516169574361
"1785",1,0,3,-2.56507978744983
"1786",1,0,4,-10.7636526286651
"1787",1,0,4,-12.4407045259635
"1788",1,0,4,-12.5785005979914
"1789",1,1,1,-0.423121113722947
"1790",1,1,1,-0.0355744727982358
"1791",1,1,1,-0.0345520794226439
"1792",1,1,2,-8.97692998689356
"1793",1,1,2,-6.15440091538586
"1794",1,1,2,-8.57337759631786
"1795",1,1,3,-10.1469281617616
"1796",1,1,3,-11.3979337040576
"1797",1,1,3,-9.45400758249689
"1798",1,1,4,-20.4091106045773
"1799",1,1,4,-18.773218593752
"1800",1,1,4,-17.7564045858088
"1801",1,1,1,0.155750378890825
"1802",1,1,1,1.11480910039269
"1803",1,1,1,-0.888359684055195
"1804",1,1,2,-5.9221553011133
"1805",1,1,2,-8.53271972139649
"1806",1,1,2,-6.52908113617505
"1807",1,1,3,-9.84549162864363
"1808",1,1,3,-10.2211238490938
"1809",1,1,3,-8.94514293985403
"1810",1,1,4,-18.746906648761
"1811",1,1,4,-20.3643887140327
"1812",1,1,4,-19.4787884905313
"1813",1,0,1,-0.819966050342087
"1814",1,0,1,-0.0190380581131982
"1815",1,0,1,0.878934943048785
"1816",1,0,2,-0.275374487645598
"1817",1,0,2,-0.116187907512341
"1818",1,0,2,-0.262236574428005
"1819",1,0,3,-3.48030411800337
"1820",1,0,3,-1.24059853400148
"1821",1,0,3,-3.64850133211193
"1822",1,0,4,-11.7405870005162
"1823",1,0,4,-11.9694724778827
"1824",1,0,4,-12.4932881429313
"1825",1,0,1,1.49763141393163
"1826",1,0,1,-0.557076758968122
"1827",1,0,1,-0.739766853684501
"1828",1,0,2,0.677953301188683
"1829",1,0,2,-0.691588329421655
"1830",1,0,2,-1.24535597272864
"1831",1,0,3,-4.67353391104923
"1832",1,0,3,-5.17431629090197
"1833",1,0,3,-3.77868081711982
"1834",1,0,4,-10.4380002344196
"1835",1,0,4,-11.8155034417133
"1836",1,0,4,-13.6037385147656
"1837",1,0,1,2.64048923655965
"1838",1,0,1,0.0918225233163463
"1839",1,0,1,-0.168232781737924
"1840",1,0,2,1.1184151025769
"1841",1,0,2,-0.912818254495164
"1842",1,0,2,0.934108032116086
"1843",1,0,3,-4.44085424368915
"1844",1,0,3,-1.3882903136378
"1845",1,0,3,-3.75196998837992
"1846",1,0,4,-10.7225175747958
"1847",1,0,4,-11.5789290167169
"1848",1,0,4,-12.9550388759739
"1849",1,0,1,-0.828073933966777
"1850",1,0,1,-0.111665650042393
"1851",1,0,1,-0.0319761581844306
"1852",1,0,2,0.352928976559117
"1853",1,0,2,0.204442424629028
"1854",1,0,2,-0.116402634230216
"1855",1,0,3,-3.07769702771835
"1856",1,0,3,-2.2479953759867
"1857",1,0,3,-3.00880887132565
"1858",1,0,4,-10.489518471865
"1859",1,0,4,-11.2005914788426
"1860",1,0,4,-12.9898672556942
"1861",1,1,1,-0.473578947002558
"1862",1,1,1,0.9404858990844
"1863",1,1,1,-0.427518152252767
"1864",1,1,2,-7.68470184098799
"1865",1,1,2,-7.61525574125398
"1866",1,1,2,-7.14466161635678
"1867",1,1,3,-11.0221551033056
"1868",1,1,3,-9.27336336721226
"1869",1,1,3,-10.8530678552806
"1870",1,1,4,-20.0566553627701
"1871",1,1,4,-19.5782370651298
"1872",1,1,4,-18.0874351906326
"1873",1,1,1,0.614948281960253
"1874",1,1,1,1.12053812674936
"1875",1,1,1,0.701653427192808
"1876",1,1,2,-7.8328588465374
"1877",1,1,2,-7.22478608550632
"1878",1,1,2,-7.82548461006739
"1879",1,1,3,-9.96992991365923
"1880",1,1,3,-9.93865308696331
"1881",1,1,3,-9.21345358692886
"1882",1,1,4,-19.2327267662908
"1883",1,1,4,-19.3176473440508
"1884",1,1,4,-18.3983582430531
"1885",1,0,1,-2.10037415312198
"1886",1,0,1,-0.800926939529262
"1887",1,0,1,0.796823008192488
"1888",1,0,2,-1.39264311560104
"1889",1,0,2,-1.38688776643758
"1890",1,0,2,1.10137272461351
"1891",1,0,3,-2.38137405496455
"1892",1,0,3,-2.46431780275603
"1893",1,0,3,-2.38501990528075
"1894",1,0,4,-13.5677714034609
"1895",1,0,4,-11.9627546921114
"1896",1,0,4,-11.8993288776523
"1897",1,0,1,0.860962600525861
"1898",1,0,1,2.28179863827529
"1899",1,0,1,-0.0954670582330909
"1900",1,0,2,-0.623610148327486
"1901",1,0,2,-2.60392557640253
"1902",1,0,2,-2.31345047936625
"1903",1,0,3,-1.85363658817494
"1904",1,0,3,-2.50564989184102
"1905",1,0,3,-1.4109938980789
"1906",1,0,4,-13.0707810071284
"1907",1,0,4,-11.6151039443008
"1908",1,0,4,-13.0101365909467
"1909",1,0,1,0.499242293869403
"1910",1,0,1,1.28143878138293
"1911",1,0,1,-1.3296280868173
"1912",1,0,2,-1.55353455556023
"1913",1,0,2,-0.768996845311905
"1914",1,0,2,-1.8323778843263
"1915",1,0,3,-1.57704790530859
"1916",1,0,3,-4.25656166032385
"1917",1,0,3,-5.47646607332269
"1918",1,0,4,-12.5603789153253
"1919",1,0,4,-10.9464866103399
"1920",1,0,4,-12.8940240328805
"1921",1,1,1,-0.487125620497563
"1922",1,1,1,-0.852260714946144
"1923",1,1,1,1.54379898097183
"1924",1,1,2,-7.00177963835148
"1925",1,1,2,-7.38662784108215
"1926",1,1,2,-9.26664239281721
"1927",1,1,3,-11.0976999643584
"1928",1,1,3,-10.5602473699214
"1929",1,1,3,-9.60346268454841
"1930",1,1,4,-18.8357490107806
"1931",1,1,4,-18.0151230495522
"1932",1,1,4,-18.5228762547399
"1933",1,0,1,-0.236983094924065
"1934",1,0,1,-0.668708653316859
"1935",1,0,1,0.0233908582006562
"1936",1,0,2,-1.02457395944309
"1937",1,0,2,-0.55628756273795
"1938",1,0,2,-0.753662557283092
"1939",1,0,3,-2.89938190229581
"1940",1,0,3,-3.77432699633387
"1941",1,0,3,-2.02496089008357
"1942",1,0,4,-12.1814992245149
"1943",1,0,4,-11.5705806963077
"1944",1,0,4,-11.8609285903367
"1945",1,1,1,-1.30738489636348
"1946",1,1,1,0.381742436787455
"1947",1,1,1,-0.736986267825971
"1948",1,1,2,-7.51768673663191
"1949",1,1,2,-8.83253535452505
"1950",1,1,2,-7.87126074270967
"1951",1,1,3,-8.66946458484994
"1952",1,1,3,-10.6253746512912
"1953",1,1,3,-10.2816865326051
"1954",1,1,4,-20.7537829307181
"1955",1,1,4,-19.8040857661971
"1956",1,1,4,-19.2511124830267
"1957",1,1,1,0.438875454431867
"1958",1,1,1,-1.01622038545908
"1959",1,1,1,0.915525410217966
"1960",1,1,2,-5.53081260628885
"1961",1,1,2,-8.15769693047712
"1962",1,1,2,-8.83826348132743
"1963",1,1,3,-10.6244355730041
"1964",1,1,3,-8.49788410767252
"1965",1,1,3,-10.2280578245933
"1966",1,1,4,-19.2967679331755
"1967",1,1,4,-19.4069453438024
"1968",1,1,4,-18.8040355024545
"1969",1,1,1,0.886437177475379
"1970",1,1,1,1.12371085229359
"1971",1,1,1,0.134349436963323
"1972",1,1,2,-9.61725275525536
"1973",1,1,2,-5.71597689741012
"1974",1,1,2,-8.11184452766224
"1975",1,1,3,-8.84384170224168
"1976",1,1,3,-11.6873630132359
"1977",1,1,3,-9.50836121978793
"1978",1,1,4,-18.7893590594429
"1979",1,1,4,-17.0014758196339
"1980",1,1,4,-19.892026035267
"1981",1,0,1,0.0497789923081052
"1982",1,0,1,0.919621602570003
"1983",1,0,1,-1.39350625864717
"1984",1,0,2,-2.17544133969798
"1985",1,0,2,0.691966180827491
"1986",1,0,2,-2.04020129842038
"1987",1,0,3,-2.58459379459217
"1988",1,0,3,-3.63584005299452
"1989",1,0,3,-2.85687059821027
"1990",1,0,4,-12.3875077546345
"1991",1,0,4,-10.7128762899817
"1992",1,0,4,-11.119724567104
"1993",1,1,1,-0.235745921659717
"1994",1,1,1,-0.566165032162517
"1995",1,1,1,0.69568023290804
"1996",1,1,2,-6.9127955224742
"1997",1,1,2,-6.01628731323656
"1998",1,1,2,-8.10317030072936
"1999",1,1,3,-9.65473266973947
"2000",1,1,3,-9.42112740856195
"2001",1,1,3,-9.82604362219534
"2002",1,1,4,-19.4526453485535
"2003",1,1,4,-18.9353386336107
"2004",1,1,4,-18.2144292978187
"2005",1,1,1,0.323521471332134
"2006",1,1,1,0.194166960784049
"2007",1,1,1,0.903011213754573
"2008",1,1,2,-6.17246786186243
"2009",1,1,2,-7.13564788013979
"2010",1,1,2,-6.47254754399875
"2011",1,1,3,-9.04778306736306
"2012",1,1,3,-8.18110215560548
"2013",1,1,3,-9.78933368595443
"2014",1,1,4,-17.1285492490822
"2015",1,1,4,-20.5064924150747
"2016",1,1,4,-18.7695553246049
"2017",1,1,1,-0.842601597346381
"2018",1,1,1,0.372630213776439
"2019",1,1,1,0.620351179782744
"2020",1,1,2,-6.41161850606381
"2021",1,1,2,-6.14902318018855
"2022",1,1,2,-8.22550347062466
"2023",1,1,3,-11.7453224497192
"2024",1,1,3,-10.6013642037165
"2025",1,1,3,-11.1572372704329
"2026",1,1,4,-19.2321781772758
"2027",1,1,4,-17.8669777578772
"2028",1,1,4,-18.562472142651
"2029",1,1,1,-0.994415777932868
"2030",1,1,1,0.470227214431047
"2031",1,1,1,1.17284402921429
"2032",1,1,2,-7.6934305087233
"2033",1,1,2,-7.53547523783034
"2034",1,1,2,-6.20531931912122
"2035",1,1,3,-9.89804078776931
"2036",1,1,3,-9.34519568485645
"2037",1,1,3,-9.006089544871
"2038",1,1,4,-18.5343483916367
"2039",1,1,4,-19.1022811425638
"2040",1,1,4,-20.4342067855285
"2041",1,0,1,-0.889455703670103
"2042",1,0,1,-0.244689244621881
"2043",1,0,1,-1.20474349287256
"2044",1,0,2,1.56529982388454
"2045",1,0,2,-1.08495162946405
"2046",1,0,2,-2.75837572653472
"2047",1,0,3,-4.08847044028082
"2048",1,0,3,-2.66626536579514
"2049",1,0,3,-3.26687164872536
"2050",1,0,4,-11.9569959556619
"2051",1,0,4,-9.41192021832873
"2052",1,0,4,-10.7906855994485
"2053",1,0,1,0.996713852296089
"2054",1,0,1,-1.04990412731156
"2055",1,0,1,-2.29781017314952
"2056",1,0,2,-0.467625341590261
"2057",1,0,2,-0.867305522527473
"2058",1,0,2,-0.557555667581653
"2059",1,0,3,-3.62478317658958
"2060",1,0,3,-2.95866506576994
"2061",1,0,3,-2.98198928572931
"2062",1,0,4,-11.8834658070659
"2063",1,0,4,-12.7962476755353
"2064",1,0,4,-11.1968342700692
"2065",1,1,1,1.18696525717997
"2066",1,1,1,1.43090854335601
"2067",1,1,1,-0.394897077028186
"2068",1,1,2,-7.76440906596329
"2069",1,1,2,-5.83060697163955
"2070",1,1,2,-6.5387637795168
"2071",1,1,3,-9.65647903816419
"2072",1,1,3,-9.04064671614077
"2073",1,1,3,-10.3472799545205
"2074",1,1,4,-20.5883268249549
"2075",1,1,4,-19.3363993787267
"2076",1,1,4,-20.6447885733008
"2077",1,1,1,2.17087679173991
"2078",1,1,1,0.462822975360821
"2079",1,1,1,-0.406837937761821
"2080",1,1,2,-6.22674246217287
"2081",1,1,2,-8.43883724612763
"2082",1,1,2,-6.65465872072971
"2083",1,1,3,-8.84969373038446
"2084",1,1,3,-9.41243265667983
"2085",1,1,3,-10.8547951893931
"2086",1,1,4,-18.3086781889505
"2087",1,1,4,-18.8207867085175
"2088",1,1,4,-19.5117859550888
"2089",1,1,1,0.186042056242614
"2090",1,1,1,1.22600483092389
"2091",1,1,1,-0.656602372048087
"2092",1,1,2,-6.78331215290282
"2093",1,1,2,-7.60831764715593
"2094",1,1,2,-5.86424119545241
"2095",1,1,3,-9.09675346389215
"2096",1,1,3,-11.2628890965108
"2097",1,1,3,-10.2142807436667
"2098",1,1,4,-18.8627694711256
"2099",1,1,4,-18.0953390576812
"2100",1,1,4,-17.686865452384
"2101",1,0,1,-0.441544045702771
"2102",1,0,1,0.174156933570136
"2103",1,0,1,-0.156265339131742
"2104",1,0,2,1.10030555169269
"2105",1,0,2,-0.290545513755117
"2106",1,0,2,-1.3659263806013
"2107",1,0,3,-3.91575585678124
"2108",1,0,3,-3.04045907297668
"2109",1,0,3,-3.5196741538105
"2110",1,0,4,-12.1102626043247
"2111",1,0,4,-12.615571151477
"2112",1,0,4,-10.9051567848496
"2113",1,1,1,-0.962206698431326
"2114",1,1,1,-0.166586555336076
"2115",1,1,1,-0.573248684771858
"2116",1,1,2,-7.30251249599229
"2117",1,1,2,-6.26297097070683
"2118",1,1,2,-8.33837129507307
"2119",1,1,3,-9.09395258844587
"2120",1,1,3,-9.33876915440537
"2121",1,1,3,-9.98500808350462
"2122",1,1,4,-16.0555711578352
"2123",1,1,4,-19.9416346261911
"2124",1,1,4,-17.8135962438701
"2125",1,1,1,-0.104418265863279
"2126",1,1,1,-2.17787133778369
"2127",1,1,1,-0.468944794288234
"2128",1,1,2,-6.44064543079792
"2129",1,1,2,-7.40559363292281
"2130",1,1,2,-8.60512694749113
"2131",1,1,3,-10.8688506948277
"2132",1,1,3,-9.82083582986175
"2133",1,1,3,-9.56587526948097
"2134",1,1,4,-21.4212172591765
"2135",1,1,4,-20.2809034406653
"2136",1,1,4,-20.1086594871845
"2137",1,0,1,-0.690900691886528
"2138",1,0,1,-0.795557219864352
"2139",1,0,1,-0.144655676474272
"2140",1,0,2,-0.00570985071110519
"2141",1,0,2,-1.93186968830976
"2142",1,0,2,0.477695783326532
"2143",1,0,3,-2.34023189215348
"2144",1,0,3,-5.77414171271226
"2145",1,0,3,-1.42172207866009
"2146",1,0,4,-11.9932456428399
"2147",1,0,4,-10.663332501758
"2148",1,0,4,-10.7063272127717
"2149",1,0,1,-0.858349184139763
"2150",1,0,1,0.261236901078679
"2151",1,0,1,1.14549235773503
"2152",1,0,2,0.188837657268371
"2153",1,0,2,-0.403346200915854
"2154",1,0,2,-0.788001258917032
"2155",1,0,3,-4.14424227838891
"2156",1,0,3,-0.634075011453158
"2157",1,0,3,-2.71990518727561
"2158",1,0,4,-12.7970275073803
"2159",1,0,4,-12.0800813679841
"2160",1,0,4,-14.4458089824501
"2161",1,1,1,-0.085372917281836
"2162",1,1,1,0.504593909632457
"2163",1,1,1,-1.21930587695807
"2164",1,1,2,-7.93640358406862
"2165",1,1,2,-9.03311893249704
"2166",1,1,2,-7.78711376648368
"2167",1,1,3,-10.1412015345484
"2168",1,1,3,-9.59509426676128
"2169",1,1,3,-9.84080292966144
"2170",1,1,4,-16.505184740118
"2171",1,1,4,-18.1886408972251
"2172",1,1,4,-17.965121318645
"2173",1,1,1,0.717995450850279
"2174",1,1,1,-0.0631579545283422
"2175",1,1,1,-1.30343488029396
"2176",1,1,2,-6.21364175125573
"2177",1,1,2,-7.39354688889567
"2178",1,1,2,-7.32169141055345
"2179",1,1,3,-9.49985893624202
"2180",1,1,3,-9.25388032262802
"2181",1,1,3,-10.3399702934155
"2182",1,1,4,-19.9040589674064
"2183",1,1,4,-19.7164615128592
"2184",1,1,4,-19.3273236027773
"2185",1,1,1,0.162205848612636
"2186",1,1,1,0.65564243462807
"2187",1,1,1,-0.0307630711631472
"2188",1,1,2,-7.6412041865787
"2189",1,1,2,-7.21195683004037
"2190",1,1,2,-8.41273462402967
"2191",1,1,3,-9.17796422971012
"2192",1,1,3,-9.66541738783873
"2193",1,1,3,-8.38028122032191
"2194",1,1,4,-19.5755109633865
"2195",1,1,4,-18.5251388108253
"2196",1,1,4,-19.0839270061014
"2197",1,1,1,-0.502466537385884
"2198",1,1,1,-2.77103104879789
"2199",1,1,1,-0.0848016895202686
"2200",1,1,2,-8.52017735843956
"2201",1,1,2,-8.59047351380232
"2202",1,1,2,-6.77125907729464
"2203",1,1,3,-8.79580266197638
"2204",1,1,3,-11.4072103125588
"2205",1,1,3,-10.3195254135566
"2206",1,1,4,-19.3233672696701
"2207",1,1,4,-20.3003152102546
"2208",1,1,4,-19.9994076316862
"2209",1,0,1,-0.125907118009077
"2210",1,0,1,0.575752106711152
"2211",1,0,1,-1.67183350569142
"2212",1,0,2,-0.811558626089068
"2213",1,0,2,-0.126679153761655
"2214",1,0,2,-0.789546443870794
"2215",1,0,3,-3.48781513705797
"2216",1,0,3,-2.16317809340272
"2217",1,0,3,-3.40258386812159
"2218",1,0,4,-10.2169637478129
"2219",1,0,4,-10.325438537053
"2220",1,0,4,-10.0903019772181
"2221",1,1,1,-0.924320645109292
"2222",1,1,1,0.483743741116585
"2223",1,1,1,0.479150599343815
"2224",1,1,2,-8.05721467624973
"2225",1,1,2,-7.38485858532396
"2226",1,1,2,-6.02154088704068
"2227",1,1,3,-10.1367878384926
"2228",1,1,3,-9.40810131188065
"2229",1,1,3,-11.7457882181208
"2230",1,1,4,-18.9622582114456
"2231",1,1,4,-19.492183540168
"2232",1,1,4,-20.0636525700003
"2233",1,0,1,-0.402769458974176
"2234",1,0,1,0.748839959353393
"2235",1,0,1,-0.696345694120109
"2236",1,0,2,-2.06136850192895
"2237",1,0,2,-2.41477999809455
"2238",1,0,2,-0.330511824106817
"2239",1,0,3,-2.93032475780073
"2240",1,0,3,-2.89818625711652
"2241",1,0,3,-3.04403753706575
"2242",1,0,4,-13.1732394243822
"2243",1,0,4,-12.6791222846564
"2244",1,0,4,-13.6714091137552
"2245",1,1,1,0.844546655697348
"2246",1,1,1,0.662196071706337
"2247",1,1,1,1.56931215134179
"2248",1,1,2,-8.13325683207296
"2249",1,1,2,-7.79359800855533
"2250",1,1,2,-8.01008161615024
"2251",1,1,3,-9.46712996352674
"2252",1,1,3,-11.1427594218738
"2253",1,1,3,-8.0937961493558
